"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"13145","203697_at","FRZB","2487","frizzled related protein"
"13146","203698_s_at","FRZB","2487","frizzled related protein"
"13147","203699_s_at","DIO2","1734","iodothyronine deiodinase 2"
"13148","203700_s_at","DIO2","1734","iodothyronine deiodinase 2"
"13149","203701_s_at","TRMT1","55621","tRNA methyltransferase 1"
"13150","203702_s_at","TTLL4","9654","tubulin tyrosine ligase like 4"
"13151","203703_s_at","TTLL4","9654","tubulin tyrosine ligase like 4"
"13152","203704_s_at","RREB1","6239","ras responsive element binding protein 1"
"13153","203705_s_at","FZD7","8324","frizzled class receptor 7"
"13154","203706_s_at","FZD7","8324","frizzled class receptor 7"
"13155","203707_at","ZNF263","10127","zinc finger protein 263"
"13156","203708_at","PDE4B","5142","phosphodiesterase 4B"
"13157","203709_at","PHKG2","5261","phosphorylase kinase catalytic subunit gamma 2"
"13158","203710_at","ITPR1","3708","inositol 1,4,5-trisphosphate receptor type 1"
"13159","203711_s_at","HIBCH","26275","3-hydroxyisobutyryl-CoA hydrolase"
"13160","203712_at","PUM3","9933","pumilio RNA binding family member 3"
"13161","203713_s_at","LLGL2","3993","LLGL scribble cell polarity complex component 2"
"13162","203714_s_at","TBCE","6905","tubulin folding cofactor E"
"13163","203715_at","TBCE","6905","tubulin folding cofactor E"
"13164","203716_s_at","DPP4","1803","dipeptidyl peptidase 4"
"13165","203717_at","DPP4","1803","dipeptidyl peptidase 4"
"13166","203718_at","PNPLA6","10908","patatin like phospholipase domain containing 6"
"13167","203719_at","ERCC1","2067","ERCC excision repair 1, endonuclease non-catalytic subunit"
"13168","203720_s_at","ERCC1","2067","ERCC excision repair 1, endonuclease non-catalytic subunit"
"13169","203721_s_at","UTP18","51096","UTP18 small subunit processome component"
"13170","203722_at","ALDH4A1","8659","aldehyde dehydrogenase 4 family member A1"
"13171","203723_at","ITPKB","3707","inositol-trisphosphate 3-kinase B"
"13172","203724_s_at","RUFY3","22902","RUN and FYVE domain containing 3"
"13173","203725_at","GADD45A","1647","growth arrest and DNA damage inducible alpha"
"13174","203726_s_at","LAMA3","3909","laminin subunit alpha 3"
"13175","203727_at","SKIC2","6499","SKI2 subunit of superkiller complex"
"13176","203728_at","BAK1","578","BCL2 antagonist/killer 1"
"13177","203729_at","EMP3","2014","epithelial membrane protein 3"
"13178","203730_s_at","ZKSCAN5","23660","zinc finger with KRAB and SCAN domains 5"
"13179","203731_s_at","ZKSCAN5","23660","zinc finger with KRAB and SCAN domains 5"
"13180","203732_at","TRIP4","9325","thyroid hormone receptor interactor 4"
"13181","203733_at","DEXI","28955","Dexi homolog"
"13182","203734_at","FOXJ2","55810","forkhead box J2"
"13183","203735_x_at","PPFIBP1","8496","PPFIA binding protein 1"
"13184","203736_s_at","PPFIBP1","8496","PPFIA binding protein 1"
"13185","203737_s_at","PPRC1","23082","PPARG related coactivator 1"
"13186","203738_at","C5orf22","55322","chromosome 5 open reading frame 22"
"13187","203739_at","ZNF217","7764","zinc finger protein 217"
"13188","203740_at","MPHOSPH6","10200","M-phase phosphoprotein 6"
"13189","203741_s_at","ADCY7","113","adenylate cyclase 7"
"13190","203742_s_at","TDG","6996","thymine DNA glycosylase"
"13191","203743_s_at","TDG","6996","thymine DNA glycosylase"
"13192","203744_at","HMGB3","3149","high mobility group box 3"
"13193","203745_at","HCCS","3052","holocytochrome c synthase"
"13194","203746_s_at","HCCS","3052","holocytochrome c synthase"
"13195","203747_at","AQP3","360","aquaporin 3 (Gill blood group)"
"13196","203748_x_at","RBMS1","5937","RNA binding motif single stranded interacting protein 1"
"13197","203749_s_at","RARA","5914","retinoic acid receptor alpha"
"13198","203750_s_at","RARA","5914","retinoic acid receptor alpha"
"13199","203751_x_at","JUND","3727","JunD proto-oncogene, AP-1 transcription factor subunit"
"13200","203752_s_at","JUND","3727","JunD proto-oncogene, AP-1 transcription factor subunit"
"13201","203753_at","TCF4","6925","transcription factor 4"
"13202","203754_s_at","BRF1","2972","BRF1 RNA polymerase III transcription initiation factor subunit"
"13203","203755_at","BUB1B","701","BUB1 mitotic checkpoint serine/threonine kinase B"
"13204","203756_at","ARHGEF17","9828","Rho guanine nucleotide exchange factor 17"
"13205","203757_s_at","CEACAM6","4680","CEA cell adhesion molecule 6"
"13206","203758_at","CTSO","1519","cathepsin O"
"13207","203759_at","ST3GAL4","6484","ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
"13208","203760_s_at","SLA","6503","Src like adaptor"
"13209","203761_at","SLA","6503","Src like adaptor"
"13210","203762_s_at","DYNC2LI1","51626","dynein cytoplasmic 2 light intermediate chain 1"
"13211","203763_at","DYNC2LI1","51626","dynein cytoplasmic 2 light intermediate chain 1"
"13212","203764_at","DLGAP5","9787","DLG associated protein 5"
"13213","203765_at","GCA","25801","grancalcin"
"13214","203766_s_at","LMOD1","25802","leiomodin 1"
"13215","203767_s_at","STS","412","steroid sulfatase"
"13216","203768_s_at","STS","412","steroid sulfatase"
"13217","203769_s_at","STS","412","steroid sulfatase"
"13218","203770_s_at","STS","412","steroid sulfatase"
"13219","203771_s_at","BLVRA","644","biliverdin reductase A"
"13220","203772_at","BLVRA","644","biliverdin reductase A"
"13221","203773_x_at","BLVRA","644","biliverdin reductase A"
"13222","203774_at","MTR","4548","5-methyltetrahydrofolate-homocysteine methyltransferase"
"13223","203775_at","SLC25A13","10165","solute carrier family 25 member 13"
"13224","203776_at","GPKOW","27238","G-patch domain and KOW motifs"
"13225","203777_s_at","RPS6KB2","6199","ribosomal protein S6 kinase B2"
"13226","203778_at","MANBA","4126","mannosidase beta"
"13227","203779_s_at","MPZL2","10205","myelin protein zero like 2"
"13228","203780_at","MPZL2","10205","myelin protein zero like 2"
"13229","203781_at","MRPL33","9553","mitochondrial ribosomal protein L33"
"13230","203782_s_at","POLRMT","5442","RNA polymerase mitochondrial"
"13231","203783_x_at","POLRMT","5442","RNA polymerase mitochondrial"
"13232","203784_s_at","DDX28","55794","DEAD-box helicase 28"
"13233","203785_s_at","DDX28","55794","DEAD-box helicase 28"
"13234","203786_s_at","TPD52L1","7164","TPD52 like 1"
"13235","203787_at","SSBP2","23635","single stranded DNA binding protein 2"
"13236","203788_s_at","SEMA3C","10512","semaphorin 3C"
"13237","203789_s_at","SEMA3C","10512","semaphorin 3C"
"13238","203790_s_at","RIDA","10247","reactive intermediate imine deaminase A homolog"
"13239","203791_at","DMXL1","1657","Dmx like 1"
"13240","203792_x_at","PCGF2","7703","polycomb group ring finger 2"
"13241","203793_x_at","PCGF2","7703","polycomb group ring finger 2"
"13242","203794_at","CDC42BPA","8476","CDC42 binding protein kinase alpha"
"13243","203795_s_at","BCL7A","605","BAF chromatin remodeling complex subunit BCL7A"
"13244","203796_s_at","BCL7A","605","BAF chromatin remodeling complex subunit BCL7A"
"13245","203797_at","VSNL1","7447","visinin like 1"
"13246","203798_s_at","VSNL1","7447","visinin like 1"
"13247","203799_at","CD302, LY75-CD302","9936, 100526664","CD302 molecule, LY75-CD302 readthrough"
"13248","203800_s_at","MRPS14","63931","mitochondrial ribosomal protein S14"
"13249","203801_at","MRPS14","63931","mitochondrial ribosomal protein S14"
"13250","203802_x_at","NSUN5","55695","NOP2/Sun RNA methyltransferase 5"
"13251","203803_at","PCYOX1","51449","prenylcysteine oxidase 1"
"13252","203804_s_at","LUC7L3","51747","LUC7 like 3 pre-mRNA splicing factor"
"13253","203805_s_at","FANCA","2175","FA complementation group A"
"13254","203806_s_at","FANCA","2175","FA complementation group A"
"13255","203807_x_at","CSH2","1443","chorionic somatomammotropin hormone 2"
"13256","203808_at","AKT2","208","AKT serine/threonine kinase 2"
"13257","203809_s_at","AKT2","208","AKT serine/threonine kinase 2"
"13258","203810_at","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4"
"13259","203811_s_at","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4"
"13260","203812_at","SLIT3","6586","slit guidance ligand 3"
"13261","203813_s_at","SLIT3","6586","slit guidance ligand 3"
"13262","203814_s_at","NQO2","4835","N-ribosyldihydronicotinamide:quinone reductase 2"
"13263","203815_at","GSTT1","2952","glutathione S-transferase theta 1"
"13264","203816_at","DGUOK","1716","deoxyguanosine kinase"
"13265","203817_at","GUCY1B1","2983","guanylate cyclase 1 soluble subunit beta 1"
"13266","203818_s_at","SF3A3","10946","splicing factor 3a subunit 3"
"13267","203819_s_at","IGF2BP3","10643","insulin like growth factor 2 mRNA binding protein 3"
"13268","203820_s_at","IGF2BP3","10643","insulin like growth factor 2 mRNA binding protein 3"
"13269","203821_at","HBEGF","1839","heparin binding EGF like growth factor"
"13270","203822_s_at","ELF2","1998","E74 like ETS transcription factor 2"
"13271","203823_at","RGS3","5998","regulator of G protein signaling 3"
"13272","203824_at","TSPAN8","7103","tetraspanin 8"
"13273","203825_at","BRD3","8019","bromodomain containing 3"
"13274","203826_s_at","PITPNM1","9600","phosphatidylinositol transfer protein membrane associated 1"
"13275","203827_at","WIPI1","55062","WD repeat domain, phosphoinositide interacting 1"
"13276","203828_s_at","IL32","9235","interleukin 32"
"13277","203829_at","ELP4","26610","elongator acetyltransferase complex subunit 4"
"13278","203830_at","C17orf75","64149","chromosome 17 open reading frame 75"
"13279","203831_at","R3HDM2","22864","R3H domain containing 2"
"13280","203832_at","SNRPF","6636","small nuclear ribonucleoprotein polypeptide F"
"13281","203833_s_at","TGOLN2","10618","trans-golgi network protein 2"
"13282","203834_s_at","TGOLN2","10618","trans-golgi network protein 2"
"13283","203835_at","LRRC32","2615","leucine rich repeat containing 32"
"13284","203836_s_at","MAP3K5","4217","mitogen-activated protein kinase kinase kinase 5"
"13285","203837_at","MAP3K5","4217","mitogen-activated protein kinase kinase kinase 5"
"13286","203838_s_at","TNK2","10188","tyrosine kinase non receptor 2"
"13287","203839_s_at","TNK2","10188","tyrosine kinase non receptor 2"
"13288","203840_at","BLZF1","8548","basic leucine zipper nuclear factor 1"
"13289","203841_x_at","MAPRE3","22924","microtubule associated protein RP/EB family member 3"
"13290","203842_s_at","MAPRE3","22924","microtubule associated protein RP/EB family member 3"
"13291","203843_at","RPS6KA3","6197","ribosomal protein S6 kinase A3"
"13292","203844_at","VHL","7428","von Hippel-Lindau tumor suppressor"
"13293","203845_at","KAT2B","8850","lysine acetyltransferase 2B"
"13294","203846_at","TRIM32","22954","tripartite motif containing 32"
"13295","203847_s_at","AKAP8","10270","A-kinase anchoring protein 8"
"13296","203848_at","AKAP8","10270","A-kinase anchoring protein 8"
"13297","203849_s_at","KIF1A","547","kinesin family member 1A"
"13298","203850_s_at","KIF1A","547","kinesin family member 1A"
"13299","203851_at","IGFBP6","3489","insulin like growth factor binding protein 6"
"13300","203852_s_at","SMN1, SMN2","6606, 6607","survival of motor neuron 1, telomeric, survival of motor neuron 2, centromeric"
"13301","203853_s_at","GAB2","9846","GRB2 associated binding protein 2"
"13302","203854_at","CFI","3426","complement factor I"
"13303","203855_at","WDR47","22911","WD repeat domain 47"
"13304","203856_at","VRK1","7443","VRK serine/threonine kinase 1"
"13305","203857_s_at","PDIA5","10954","protein disulfide isomerase family A member 5"
"13306","203858_s_at","COX10","1352","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10"
"13307","203859_s_at","PALM","5064","paralemmin"
"13308","203860_at","PCCA","5095","propionyl-CoA carboxylase subunit alpha"
"13309","203861_s_at","ACTN2","88","actinin alpha 2"
"13310","203862_s_at","ACTN2","88","actinin alpha 2"
"13311","203863_at","ACTN2","88","actinin alpha 2"
"13312","203864_s_at","ACTN2","88","actinin alpha 2"
"13313","203865_s_at","ADARB1","104","adenosine deaminase RNA specific B1"
"13314","203866_at","NLE1","54475","notchless homolog 1"
"13315","203867_s_at","NLE1","54475","notchless homolog 1"
"13316","203868_s_at","VCAM1","7412","vascular cell adhesion molecule 1"
"13317","203869_at","USP46","64854","ubiquitin specific peptidase 46"
"13318","203870_at","USP46","64854","ubiquitin specific peptidase 46"
"13319","203871_at","SENP3","26168","SUMO specific peptidase 3"
"13320","203872_at","ACTA1","58","actin alpha 1, skeletal muscle"
"13321","203873_at","SMARCA1","6594","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
"13322","203874_s_at","SMARCA1","6594","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
"13323","203875_at","SMARCA1","6594","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
"13324","203876_s_at","MMP11","4320","matrix metallopeptidase 11"
"13325","203877_at","MMP11","4320","matrix metallopeptidase 11"
"13326","203878_s_at","MMP11","4320","matrix metallopeptidase 11"
"13327","203879_at","PIK3CD","5293","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"13328","203880_at","COX17","10063","cytochrome c oxidase copper chaperone COX17"
"13329","203881_s_at","DMD","1756","dystrophin"
"13330","203882_at","IRF9","10379","interferon regulatory factor 9"
"13331","203883_s_at","RAB11FIP2","22841","RAB11 family interacting protein 2"
"13332","203884_s_at","RAB11FIP2","22841","RAB11 family interacting protein 2"
"13333","203885_at","RAB21","23011","RAB21, member RAS oncogene family"
"13334","203886_s_at","FBLN2","2199","fibulin 2"
"13335","203887_s_at","THBD","7056","thrombomodulin"
"13336","203888_at","THBD","7056","thrombomodulin"
"13337","203889_at","SCG5","6447","secretogranin V"
"13338","203890_s_at","DAPK3","1613","death associated protein kinase 3"
"13339","203891_s_at","DAPK3","1613","death associated protein kinase 3"
"13340","203892_at","WFDC2","10406","WAP four-disulfide core domain 2"
"13341","203893_at","AK6","102157402","adenylate kinase 6"
"13342","203894_at","TUBG2","27175","tubulin gamma 2"
"13343","203895_at","PLCB4","5332","phospholipase C beta 4"
"13344","203896_s_at","PLCB4","5332","phospholipase C beta 4"
"13345","203897_at","LYRM1","57149","LYR motif containing 1"
"13346","203898_at","CRCP","27297","CGRP receptor component"
"13347","203899_s_at","CRCP","27297","CGRP receptor component"
"13348","203900_at","SZT2","23334","SZT2 subunit of KICSTOR complex"
"13349","203901_at","TAB1","10454","TGF-beta activated kinase 1 (MAP3K7) binding protein 1"
"13350","203902_at","HEPH","9843","hephaestin"
"13351","203903_s_at","HEPH","9843","hephaestin"
"13352","203904_x_at","CD82","3732","CD82 molecule"
"13353","203905_at","PARN","5073","poly(A)-specific ribonuclease"
"13354","203906_at","IQSEC1","9922","IQ motif and Sec7 domain ArfGEF 1"
"13355","203907_s_at","IQSEC1","9922","IQ motif and Sec7 domain ArfGEF 1"
"13356","203908_at","SLC4A4","8671","solute carrier family 4 member 4"
"13357","203909_at","SLC9A6","10479","solute carrier family 9 member A6"
"13358","203910_at","ARHGAP29","9411","Rho GTPase activating protein 29"
"13359","203911_at","RAP1GAP","5909","RAP1 GTPase activating protein"
"13360","203912_s_at","DNASE1L1","1774","deoxyribonuclease 1 like 1"
"13361","203913_s_at","HPGD","3248","15-hydroxyprostaglandin dehydrogenase"
"13362","203914_x_at","HPGD","3248","15-hydroxyprostaglandin dehydrogenase"
"13363","203915_at","CXCL9","4283","C-X-C motif chemokine ligand 9"
"13364","203916_at","NDST2","8509","N-deacetylase and N-sulfotransferase 2"
"13365","203917_at","CXADR","1525","CXADR Ig-like cell adhesion molecule"
"13366","203918_at","PCDH1","5097","protocadherin 1"
"13367","203919_at","TCEA2","6919","transcription elongation factor A2"
"13368","203920_at","NR1H3","10062","nuclear receptor subfamily 1 group H member 3"
"13369","203921_at","CHST2","9435","carbohydrate sulfotransferase 2"
"13370","203922_s_at","CYBB","1536","cytochrome b-245 beta chain"
"13371","203923_s_at","CYBB","1536","cytochrome b-245 beta chain"
"13372","203924_at","GSTA2, GSTA1","2939, 2938","glutathione S-transferase alpha 2, glutathione S-transferase alpha 1"
